id,firstname,lastname,name,grille1,grille2,grille3,grille4,grille5
686,Candy,Janith,Candy Janith,19:9:44:44:41:17:26:-1,14:17:45:45:19:5:40:2,25:39:15:34:40:9:33:3,37:40:2:3:30:39:11:-1,39:48:32:13:7:46:12:2
687,Elie,Curren,Elie Curren,24:22:35:9:11:13:39:7,20:24:2:3:2:35:36:-1,45:18:4:22:17:4:39:5,34:35:21:4:29:21:21:7,17:5:28:14:9:26:10:6
688,Lisette,Trace,Lisette Trace,8:47:19:12:13:30:40:3,10:34:17:35:16:4:3:7,29:48:1:24:1:47:21:10,37:33:47:43:3:46:41:4,35:32:42:29:34:45:33:9
689,Margalo,Kinnard,Margalo Kinnard,24:3:39:17:29:17:42:8,41:19:32:1:40:4:10:9,29:22:41:22:34:9:44:8,26:41:18:16:20:43:42:2,45:10:38:20:21:28:31:1
690,Pierette,Milde,Pierette Milde,5:12:11:40:41:49:34:7,27:15:48:18:6:12:49:3,7:43:14:7:14:33:49:5,12:34:7:27:2:20:1:5,1:23:38:36:33:8:17:2
691,Calla,Connelly,Calla Connelly,40:15:44:17:6:21:16:3,35:8:22:20:25:27:22:8,48:33:11:18:23:13:21:9,15:13:40:4:30:48:3:4,31:9:38:14:7:30:24:7
692,Jere,Pacorro,Jere Pacorro,17:42:43:7:48:1:35:1,31:3:10:15:45:23:17:9,42:39:10:47:19:1:33:10,45:1:7:18:39:49:45:1,26:32:20:1:15:29:10:-1
693,Marsiella,Pettiford,Marsiella Pettiford,26:38:40:10:8:6:5:7,4:8:15:4:30:22:31:4,15:10:30:35:20:47:26:6,24:18:17:12:35:17:8:6,48:11:27:20:2:28:5:7
694,Shirlee,Ajay,Shirlee Ajay,32:34:11:43:11:41:22:2,38:35:3:45:15:19:11:9,38:22:18:37:42:28:25:7,15:4:8:13:10:26:47:5,49:7:39:46:9:15:7:2
695,Britni,Jaylene,Britni Jaylene,36:6:32:41:29:1:28:4,22:26:35:13:23:47:14:-1,6:20:22:36:31:3:1:9,46:18:44:14:8:38:28:2,35:37:37:17:4:3:10:5
696,Keelia,Means,Keelia Means,41:16:25:9:7:44:46:2,37:24:8:4:23:20:3:1,2:43:33:13:26:49:30:-1,33:10:14:9:48:23:45:1,30:17:26:24:42:9:5:3
697,Gilligan,Ball,Gilligan Ball,31:44:48:11:28:23:3:10,12:17:1:7:40:25:2:6,2:49:47:29:2:44:38:10,42:3:44:26:42:46:35:1,20:1:11:1:6:36:16:3
698,Rori,Sprage,Rori Sprage,3:43:46:10:20:33:34:-1,49:1:18:27:29:34:32:7,38:13:19:9:26:35:21:9,39:26:42:21:20:25:41:-1,43:23:37:19:22:20:16:-1
699,Rani,Richers,Rani Richers,41:14:12:33:25:17:2:5,16:17:10:34:33:17:43:10,5:30:11:32:10:24:10:4,48:2:46:40:7:10:45:-1,19:15:44:38:23:4:21:4
700,Joeann,Jena,Joeann Jena,33:30:36:18:20:17:34:1,29:25:28:12:10:41:17:2,32:24:1:11:33:13:47:3,2:8:30:6:25:44:17:5,13:39:15:25:39:7:22:-1
701,Ernesta,Buffum,Ernesta Buffum,3:15:26:29:2:9:4:4,24:26:13:41:44:2:11:5,1:7:14:21:30:36:15:9,26:33:44:43:10:16:39:8,1:7:49:27:45:8:18:10
702,Tilly,Cosenza,Tilly Cosenza,15:1:27:21:48:40:28:2,18:28:18:36:18:4:4:4,47:17:46:34:24:34:4:8,38:7:25:11:13:32:46:10,14:10:26:25:23:19:5:4
703,Zondra,Romelda,Zondra Romelda,2:2:31:48:41:7:41:5,22:6:6:6:1:14:46:6,29:16:14:46:38:46:31:5,32:10:24:37:10:10:8:1,17:5:48:9:4:39:36:10
704,Dolli,Greenwald,Dolli Greenwald,33:43:27:14:40:48:27:1,23:20:15:45:49:46:21:2,12:34:35:17:18:36:48:7,15:11:43:10:29:31:14:6,41:2:24:14:4:33:31:-1
705,Merry,Allys,Merry Allys,5:27:4:35:42:31:47:2,40:40:44:30:21:16:40:7,5:2:10:44:11:35:23:1,35:34:29:24:39:7:35:2,32:15:16:17:49:9:31:9
706,Misha,Slifka,Misha Slifka,10:2:30:32:5:36:8:6,31:2:33:7:32:26:9:9,19:14:46:16:34:13:13:9,47:15:42:49:21:41:14:5,32:35:43:24:47:14:30:7
707,Rebeca,Ummersen,Rebeca Ummersen,15:46:40:27:3:47:48:4,8:46:11:48:33:26:49:3,44:48:21:28:19:49:6:8,11:14:32:7:8:3:43:9,46:4:39:11:19:32:12:9
708,Carree,Sheng,Carree Sheng,5:9:31:34:43:13:45:-1,44:22:24:44:38:14:14:9,45:20:12:48:25:10:40:9,24:48:35:35:29:18:13:3,42:46:42:16:12:4:21:2
709,Fred,Skurnik,Fred Skurnik,21:10:10:43:29:2:30:6,44:38:34:46:5:34:43:6,14:12:44:4:18:4:18:8,32:9:3:6:9:19:8:4,12:29:32:20:32:12:30:4
710,Georgetta,Voletta,Georgetta Voletta,17:10:26:7:37:17:1:-1,1:49:17:27:10:43:35:10,11:44:45:39:32:20:2:-1,28:2:1:33:33:11:31:2,43:8:47:12:45:21:42:8
711,Lynnea,Elephus,Lynnea Elephus,31:46:20:35:4:29:34:10,30:24:15:14:1:24:41:8,42:30:31:36:47:43:5:5,8:16:14:23:22:38:39:6,31:29:40:40:5:32:24:5
712,Ebonee,Edison,Ebonee Edison,11:44:15:27:13:37:17:2,25:46:2:44:14:43:29:3,39:39:19:28:7:32:10:3,29:37:11:25:10:25:47:2,38:35:15:39:20:1:40:4
713,Felice,Odysseus,Felice Odysseus,11:39:26:29:35:25:38:10,24:39:31:49:46:2:40:7,20:20:10:28:12:40:49:3,48:27:2:2:4:20:4:2,42:8:10:31:14:41:29:4
714,Andree,Concha,Andree Concha,46:37:29:21:23:6:5:6,20:16:42:8:46:23:7:10,7:41:45:23:21:17:8:7,1:7:44:36:49:42:45:7,5:33:19:43:49:46:14:10
715,Fidelia,Screens,Fidelia Screens,41:44:14:3:31:2:25:9,38:7:29:25:15:33:41:10,28:10:31:21:17:37:48:5,10:38:13:41:10:14:49:2,29:33:33:31:27:34:37:-1
716,Carolina,Bury,Carolina Bury,16:40:39:30:46:40:24:6,49:47:6:12:39:37:3:7,10:24:39:3:10:7:4:6,18:4:26:13:23:11:32:1,46:14:13:7:29:33:23:9
717,Constance,Hillel,Constance Hillel,32:1:37:33:25:5:28:5,3:45:27:7:45:27:4:-1,1:36:43:44:47:23:10:5,29:15:24:30:37:7:29:10,11:25:18:5:30:7:46:4
718,Therine,Sawtelle,Therine Sawtelle,37:11:49:32:38:26:41:7,9:13:24:28:27:21:12:5,3:23:7:35:23:43:46:2,35:29:27:5:38:14:35:-1,28:2:13:38:36:44:23:1
719,Kittie,Pattin,Kittie Pattin,17:28:20:9:10:3:34:-1,24:4:31:15:40:42:17:8,40:30:36:22:35:41:18:5,18:5:8:5:46:41:14:7,30:21:22:34:19:27:8:2
720,Jemie,Hanleigh,Jemie Hanleigh,23:40:9:11:16:25:48:-1,16:33:18:29:45:1:22:2,26:24:10:21:28:42:40:6,31:21:6:20:29:48:40:7,15:9:9:3:22:40:45:10
721,Felice,Anselmi,Felice Anselmi,38:6:14:30:6:41:40:1,45:44:34:37:20:42:20:1,47:45:6:4:19:9:45:6,10:11:41:22:42:43:20:4,3:33:43:44:5:29:36:2
722,Robbi,Lacombe,Robbi Lacombe,45:21:21:10:46:46:14:7,3:29:9:15:36:16:39:3,17:12:7:16:2:25:44:8,42:42:13:6:35:12:36:6,5:12:41:24:27:30:19:3
723,Beth,Wilkinson,Beth Wilkinson,16:49:23:30:29:31:40:3,42:25:48:24:22:36:36:9,21:29:13:15:4:28:29:9,36:48:38:39:49:48:4:8,14:49:21:34:30:44:7:2
724,Shel,Candy,Shel Candy,7:35:33:15:47:18:38:7,36:9:49:4:41:48:16:2,49:9:42:43:34:47:28:8,39:30:45:34:48:1:34:1,49:24:37:16:46:1:36:5
725,Veda,Clarissa,Veda Clarissa,18:13:18:49:45:26:32:9,23:15:9:8:24:3:1:2,30:46:28:16:9:33:10:10,9:32:39:19:19:6:4:5,47:40:34:36:30:8:43:8
726,Xylina,Diann,Xylina Diann,7:39:16:32:21:16:44:-1,23:17:10:28:37:41:9:1,30:41:39:29:27:38:39:9,20:12:3:16:8:28:42:2,15:44:43:49:33:35:36:2
727,Ariela,Egbert,Ariela Egbert,40:16:41:3:2:22:3:-1,41:29:28:3:7:35:12:3,34:39:48:49:37:41:10:2,21:41:25:20:20:22:44:3,14:35:27:48:34:4:21:1
728,Chere,Nea,Chere Nea,12:10:21:12:47:12:33:-1,40:38:4:4:26:13:49:6,39:47:10:28:46:31:9:8,1:31:6:36:7:32:40:-1,31:17:39:31:26:43:9:6
729,Harrietta,Fairweather,Harrietta Fairweather,36:32:10:4:32:37:30:8,40:6:39:26:9:41:6:6,9:23:19:44:27:7:42:7,33:6:12:44:25:5:19:-1,15:33:12:48:20:23:9:5
730,Selma,Idelia,Selma Idelia,37:42:21:12:13:16:28:2,34:29:12:14:13:39:43:-1,22:25:17:31:32:19:23:9,34:19:15:29:4:2:27:4,40:20:1:13:34:9:2:10
731,Elie,Meli,Elie Meli,45:28:20:11:6:28:2:10,19:45:27:6:47:21:21:1,34:25:28:39:43:2:31:7,12:25:43:29:20:28:4:9,48:17:23:35:5:3:22:3
732,Kenna,Stefa,Kenna Stefa,4:27:40:44:32:34:28:8,9:46:8:18:12:39:41:8,44:6:44:33:46:5:26:10,44:18:24:13:45:35:31:3,3:8:15:21:5:34:18:8
733,Averyl,Dituri,Averyl Dituri,38:7:48:13:48:8:12:8,39:20:30:46:45:12:7:7,38:16:21:35:48:39:43:1,24:44:14:4:35:8:12:-1,38:3:37:15:20:31:45:7
734,Tera,Kinnard,Tera Kinnard,16:41:49:48:43:22:34:10,26:13:28:12:16:40:33:8,32:7:19:44:33:18:7:-1,48:45:19:4:33:5:14:1,29:41:46:7:23:24:9:5
735,Belva,Muriel,Belva Muriel,9:49:36:36:14:40:27:8,41:11:49:4:37:15:19:10,45:14:48:49:12:5:29:9,12:37:22:6:11:12:8:3,41:31:14:15:36:21:32:8
736,Hollie,Sawtelle,Hollie Sawtelle,43:47:24:36:47:18:23:3,21:46:41:22:34:17:33:10,35:46:40:41:40:18:12:10,26:45:37:18:30:28:18:1,7:29:35:2:11:7:1:-1
737,Candi,Zamora,Candi Zamora,3:16:49:6:23:2:31:2,44:23:15:38:36:32:41:7,9:2:14:10:30:49:21:7,49:10:27:44:46:26:48:9,35:42:22:6:11:19:26:8
738,Jessamyn,Henrie,Jessamyn Henrie,42:32:10:2:11:11:13:9,1:17:25:18:40:27:36:5,4:41:9:40:26:1:34:7,48:38:26:16:18:33:16:2,31:19:39:31:22:34:22:-1
739,Lucy,Parette,Lucy Parette,40:23:40:4:46:1:29:6,7:48:40:47:32:11:45:-1,29:48:36:32:9:4:30:1,17:13:42:49:2:4:11:4,35:13:23:49:8:26:42:3
740,Sabina,Sophronia,Sabina Sophronia,4:48:19:46:24:17:5:6,45:47:31:13:1:29:23:8,15:11:20:3:6:45:31:7,47:46:20:21:39:39:13:7,42:34:26:42:5:8:13:4
741,Anallese,Deegan,Anallese Deegan,11:28:10:30:32:14:49:3,42:27:14:35:28:19:37:6,2:31:19:42:4:2:5:5,7:1:30:42:40:3:49:-1,46:1:14:11:19:46:3:1
742,Augustine,Elephus,Augustine Elephus,36:32:40:24:45:7:4:1,13:36:25:29:3:16:18:-1,16:22:10:32:12:7:36:10,45:10:19:18:8:5:25:10,20:42:4:42:4:6:42:10
743,Hallie,Herrera,Hallie Herrera,25:16:4:34:34:29:45:5,4:10:42:14:49:48:47:-1,33:21:8:42:1:37:31:10,44:44:48:31:20:20:13:3,27:41:34:8:26:48:45:1
744,Flo,Teddman,Flo Teddman,43:41:19:30:22:9:48:6,39:24:22:6:32:23:17:8,30:43:7:40:17:33:43:10,49:24:46:48:23:9:42:9,8:44:8:31:23:15:33:4
745,Mamie,Valoniah,Mamie Valoniah,8:19:30:9:42:7:40:10,23:23:48:37:7:29:16:-1,16:9:26:14:36:17:29:1,3:33:34:8:48:8:26:3,27:47:40:40:36:48:37:8
746,Maridel,Saunderson,Maridel Saunderson,23:32:42:18:45:20:7:3,5:21:42:48:1:37:7:2,23:40:10:33:38:6:24:1,41:5:37:43:21:17:38:7,1:13:42:31:28:45:30:3
747,Ofilia,Paton,Ofilia Paton,47:31:27:19:45:26:40:4,46:3:16:11:5:34:20:-1,16:38:24:22:30:25:32:2,30:24:19:5:9:5:25:8,7:9:12:4:8:45:48:3
748,Loree,Belanger,Loree Belanger,2:43:13:41:28:24:40:-1,17:20:13:17:38:3:13:2,21:44:16:19:37:15:25:5,32:25:7:17:9:44:32:9,32:17:33:27:35:2:46:9
749,Blinni,Florina,Blinni Florina,20:41:46:26:46:19:39:10,26:19:38:1:27:4:40:3,27:15:27:31:49:24:19:1,17:13:44:15:41:8:42:9,45:22:45:31:7:43:2:2
750,Fanny,Lalitta,Fanny Lalitta,30:33:27:32:44:11:34:-1,39:43:24:20:29:5:37:6,32:23:33:25:47:15:17:2,22:18:22:13:39:8:49:4,38:23:23:22:44:11:17:2
751,Blondelle,Fillbert,Blondelle Fillbert,10:21:22:45:44:19:22:10,24:18:15:44:42:12:31:10,6:6:11:41:13:21:25:8,15:45:3:26:26:42:17:5,14:12:22:12:39:17:20:9
752,Benita,Wooster,Benita Wooster,44:36:48:42:27:21:44:7,44:30:37:44:5:6:38:1,8:12:26:31:48:6:2:5,21:21:26:6:38:46:24:-1,27:3:10:41:27:16:11:4
753,Natka,Dyche,Natka Dyche,8:14:10:4:1:38:10:5,18:40:17:23:25:14:36:10,18:19:5:30:18:19:30:3,21:16:9:22:44:49:11:6,1:4:32:41:9:3:35:8
754,Genovera,Velick,Genovera Velick,20:45:5:49:21:6:41:2,5:14:45:5:28:14:23:5,20:46:24:19:25:5:26:7,42:48:22:45:48:20:20:1,44:41:26:38:40:21:17:10
755,Frank,Guildroy,Frank Guildroy,49:16:13:15:3:49:23:8,7:30:47:10:38:17:3:6,3:26:39:37:14:6:33:9,15:6:5:14:13:18:8:3,30:16:23:14:20:20:26:5
756,Hope,Casimir,Hope Casimir,39:13:26:41:44:24:46:8,11:24:32:15:15:14:31:10,40:32:38:4:38:8:18:1,31:20:45:14:31:26:8:7,14:47:1:10:38:39:13:8
757,Lorenza,Gherardo,Lorenza Gherardo,14:14:47:2:26:11:26:-1,40:9:21:46:34:32:40:-1,5:11:4:33:21:11:19:9,7:25:19:9:49:18:31:1,33:22:16:32:29:3:6:2
758,Gilligan,Pyle,Gilligan Pyle,9:45:4:15:40:15:2:6,28:43:11:8:41:40:25:2,37:27:18:37:5:12:4:10,33:17:20:20:21:33:34:10,44:5:21:4:45:19:16:4
759,Sashenka,Gaal,Sashenka Gaal,9:1:4:20:11:28:44:7,45:5:23:36:28:8:10:-1,42:30:29:15:10:14:45:6,12:43:25:3:25:10:11:7,18:32:42:29:5:44:48:4
760,Emilia,Brackely,Emilia Brackely,32:19:15:11:49:24:44:10,23:36:2:39:20:16:46:9,26:45:20:28:32:28:39:10,24:25:47:16:3:37:12:4,8:20:39:32:3:4:2:1
761,Tami,Israeli,Tami Israeli,35:24:22:48:8:46:12:9,40:11:47:27:44:8:46:10,4:5:10:4:27:43:25:7,28:44:2:2:2:16:2:2,15:12:48:42:26:35:26:10
762,Lanae,Maryanne,Lanae Maryanne,33:35:17:44:30:14:33:1,32:3:31:48:47:41:13:6,8:14:27:40:28:5:13:8,48:5:40:33:2:19:47:2,20:14:14:30:4:15:38:7
763,Fayre,Milde,Fayre Milde,43:37:23:12:14:30:40:3,46:26:28:21:10:28:14:6,29:31:38:10:31:26:44:5,25:24:20:6:46:11:40:1,29:24:7:16:40:37:27:7
764,Riannon,Hanshaw,Riannon Hanshaw,5:15:30:39:47:36:39:9,1:17:15:28:1:23:19:9,34:25:44:29:34:30:3:2,49:17:27:21:16:32:18:2,35:26:12:32:11:46:10:8
765,Lusa,Hermes,Lusa Hermes,8:28:26:13:42:4:17:2,46:48:25:15:15:39:14:1,24:27:44:23:32:38:42:9,41:14:20:8:11:24:16:4,30:2:10:36:45:18:30:-1
766,Talya,Means,Talya Means,27:6:7:2:21:23:35:8,21:42:48:1:14:7:8:9,31:47:44:9:49:44:47:4,23:15:4:20:26:42:19:8,2:4:29:3:28:4:5:1
767,Jany,Felecia,Jany Felecia,9:36:33:15:8:3:48:2,37:41:33:21:33:7:23:1,17:17:2:45:43:13:10:9,23:23:23:21:6:19:49:3,49:24:48:10:33:8:21:-1
768,Benita,Holtz,Benita Holtz,10:39:26:8:48:45:4:5,44:17:21:19:23:34:30:3,40:21:23:29:15:14:40:3,18:15:19:30:30:14:47:9,18:29:48:31:29:14:15:5
769,Gabriellia,Meli,Gabriellia Meli,37:30:33:18:16:28:4:6,41:42:46:39:49:20:34:8,35:29:26:38:11:3:29:7,12:3:45:43:36:31:23:8,26:27:43:7:27:13:2:7
770,Jennica,Mata,Jennica Mata,8:26:43:25:20:22:1:4,4:20:16:25:34:20:39:7,10:20:11:28:31:38:12:9,41:36:28:27:35:47:42:10,44:47:6:14:31:13:20:4
771,Madeleine,Lorain,Madeleine Lorain,41:44:7:25:15:37:42:7,33:23:14:3:4:26:6:1,45:41:11:14:13:20:11:10,18:34:22:19:41:14:21:9,21:15:15:48:36:12:1:5
772,Hope,Jerold,Hope Jerold,34:16:23:27:36:33:32:9,16:8:14:5:4:15:49:-1,11:14:46:18:39:39:28:3,28:20:2:20:32:24:49:5,37:31:9:38:16:1:37:1
773,Jemie,Verger,Jemie Verger,8:20:48:36:11:12:41:5,1:17:9:43:5:23:26:6,35:31:22:28:38:33:3:7,18:22:26:11:43:4:24:5,32:7:7:22:20:40:15:1
774,Sashenka,Ehrman,Sashenka Ehrman,19:8:40:42:49:46:44:-1,41:17:35:12:15:9:4:-1,29:14:17:45:9:17:42:8,16:20:40:36:39:35:22:7,35:19:45:47:42:1:24:9
775,Elise,Burch,Elise Burch,36:42:11:6:18:40:32:2,10:9:29:40:49:17:39:6,14:41:40:12:3:5:13:6,34:15:45:17:14:2:33:2,30:2:31:3:29:40:17:-1
776,Georgina,Bates,Georgina Bates,39:8:35:38:33:19:15:6,16:9:36:39:45:43:33:7,46:29:8:18:26:35:39:9,33:13:45:45:49:13:16:9,27:24:33:8:11:43:26:3
777,Dari,Poll,Dari Poll,32:14:15:23:26:4:26:2,38:35:19:29:49:28:27:6,21:15:16:36:24:17:27:9,22:46:14:40:3:46:45:2,7:3:20:17:27:27:40:6
778,Thalia,Connelly,Thalia Connelly,9:43:20:49:36:42:6:7,29:44:19:8:30:35:30:6,9:22:20:21:33:30:11:1,1:48:42:40:27:21:17:7,1:2:2:29:43:20:45:2
779,Bibby,O'Rourke,Bibby O'Rourke,31:48:10:4:10:45:28:7,5:37:12:26:15:2:43:9,45:39:39:46:12:24:7:2,26:17:42:7:14:9:38:2,29:38:42:31:29:47:37:-1
780,Kayla,Irmine,Kayla Irmine,44:24:25:6:9:19:30:8,27:14:46:42:37:31:16:1,3:19:9:38:22:46:15:2,19:44:23:16:45:28:1:7,35:6:17:26:29:8:41:10
781,Kaia,Latini,Kaia Latini,18:10:38:46:41:3:48:5,19:49:14:37:5:45:16:10,33:9:12:37:43:14:33:7,5:26:3:18:16:31:32:5,24:29:16:20:16:49:35:7
782,Theodora,Toffic,Theodora Toffic,43:19:23:19:22:8:46:1,44:32:38:34:30:39:22:6,34:5:31:35:36:9:22:8,22:25:42:48:44:13:26:9,1:12:32:47:32:49:44:10
783,Vivia,Glenden,Vivia Glenden,10:37:46:7:11:6:28:7,24:29:32:37:16:17:47:9,36:28:43:26:47:14:35:-1,38:43:29:21:7:22:27:10,20:39:25:15:23:21:46:8
784,Leeanne,Bibi,Leeanne Bibi,37:23:3:19:25:48:13:2,33:29:38:39:41:33:36:1,27:45:11:39:44:44:4:1,18:45:22:23:16:2:36:9,1:10:5:22:4:9:23:9
785,Alejandra,Rodmann,Alejandra Rodmann,3:45:42:18:7:6:37:7,18:2:43:13:48:21:27:3,19:26:23:35:29:12:27:8,6:24:28:6:39:10:13:7,45:10:28:6:10:37:12:3
786,Shel,Cath,Shel Cath,36:32:9:4:31:40:14:6,5:1:25:49:46:1:16:4,20:2:41:18:32:8:47:3,6:4:43:31:18:49:3:1,9:43:37:1:6:19:17:2
787,Libbie,Ciro,Libbie Ciro,1:26:3:16:23:31:12:3,42:42:14:21:30:24:33:5,38:7:48:4:4:16:29:1,28:32:22:9:46:44:28:7,25:8:42:37:21:9:26:5
788,Romona,Sophronia,Romona Sophronia,44:25:12:38:48:7:12:5,48:33:38:43:17:25:37:2,24:34:23:41:3:3:38:4,22:36:35:2:49:15:45:3,15:38:37:10:49:29:20:8
789,Wilma,Malanie,Wilma Malanie,39:14:33:16:25:37:10:8,38:13:47:27:14:48:11:8,49:35:41:23:15:35:21:1,18:11:40:41:39:10:2:7,32:19:25:9:8:3:33:5
790,Aigneis,Elsinore,Aigneis Elsinore,19:17:38:15:14:19:32:9,41:31:21:33:46:44:45:6,1:31:20:9:24:26:25:3,8:37:15:48:6:4:26:1,34:28:30:9:41:45:36:10
791,Heida,Lowry,Heida Lowry,45:6:30:2:9:27:32:10,12:4:26:43:41:4:15:8,36:1:46:43:32:18:49:-1,37:12:41:23:6:38:35:-1,10:1:45:34:48:20:37:3
792,Berta,Blase,Berta Blase,19:6:43:38:31:22:35:4,22:27:34:17:15:14:24:8,10:8:49:49:20:19:9:10,47:37:49:34:14:15:7:6,35:12:28:18:28:2:3:10
793,Lynde,Audly,Lynde Audly,8:11:25:23:29:41:20:7,22:27:1:17:9:32:11:7,39:9:2:35:6:49:6:7,16:2:22:45:49:43:46:1,29:27:21:27:6:5:39:4
794,Larine,Capello,Larine Capello,12:7:26:29:49:46:20:8,44:16:27:29:17:13:47:1,44:33:2:42:11:7:47:7,44:20:2:37:3:34:32:7,10:10:43:4:12:4:28:5
795,Livvyy,Juliet,Livvyy Juliet,11:45:32:4:40:18:47:3,5:15:8:31:37:24:16:5,42:12:33:5:6:40:8:3,14:31:33:31:17:2:47:9,43:23:25:9:6:32:10:2
796,Clary,Kauppi,Clary Kauppi,24:23:39:2:24:37:39:7,41:26:36:10:6:17:11:5,14:21:22:21:5:23:28:-1,11:36:3:12:13:20:39:4,26:14:47:4:32:37:35:4
797,Dari,Bigner,Dari Bigner,37:46:33:13:9:21:47:1,18:27:28:5:37:39:2:3,43:38:14:18:8:36:7:5,21:11:33:44:12:36:9:3,43:43:45:41:49:48:34:6
798,Valeda,Tristram,Valeda Tristram,31:15:8:15:35:20:44:6,32:4:15:9:29:24:47:1,49:13:4:46:36:36:22:10,30:40:32:26:12:16:7:1,11:18:34:17:19:47:17:-1
799,Pierette,Ambrosia,Pierette Ambrosia,22:35:18:27:17:25:44:6,14:15:30:27:1:13:19:8,9:24:12:28:17:12:13:8,22:30:11:4:34:48:48:5,30:37:7:36:25:43:7:5
800,Joleen,Raul,Joleen Raul,14:31:9:2:44:11:49:10,27:44:45:23:19:1:13:6,35:14:19:33:49:5:19:-1,5:16:41:21:45:30:21:10,35:10:43:15:7:14:13:-1
801,Gusella,Leonard,Gusella Leonard,15:39:49:33:15:12:4:5,28:24:24:47:18:9:45:6,43:46:27:34:22:28:35:8,27:39:37:16:41:11:35:2,37:42:35:23:35:38:8:8
802,Frances,Wesle,Frances Wesle,25:35:36:34:21:23:14:2,23:31:42:16:20:24:48:6,5:2:38:27:25:43:40:-1,9:35:24:17:34:1:39:7,6:9:24:40:20:21:27:9
803,Dolli,Lia,Dolli Lia,22:46:32:23:12:15:20:8,18:17:7:11:46:31:23:4,42:3:29:45:27:4:34:1,1:10:48:29:44:4:34:5,19:6:28:38:34:36:49:8
804,Netty,Bashemeth,Netty Bashemeth,9:34:39:46:15:30:44:1,37:4:31:35:32:21:11:8,24:10:30:15:30:11:45:7,2:22:30:13:39:48:33:7,13:27:19:31:35:7:34:2
805,Jessamyn,Mich,Jessamyn Mich,36:43:34:23:30:9:42:7,32:45:38:26:23:2:5:2,35:27:34:3:44:46:25:3,5:2:49:15:49:3:17:8,10:18:23:27:46:32:17:5
806,Eadie,Granoff,Eadie Granoff,5:28:43:5:34:17:22:7,11:35:36:49:26:30:22:1,2:22:3:41:24:27:28:5,17:41:31:34:19:14:15:8,17:6:14:40:28:46:20:10
807,Tera,Sholley,Tera Sholley,42:5:21:46:2:13:31:8,33:44:4:2:26:8:25:6,12:30:46:8:48:4:17:-1,39:29:28:22:44:23:32:4,49:17:45:30:10:3:35:9
808,Siana,Caitlin,Siana Caitlin,23:26:3:3:31:38:34:1,13:36:20:49:49:6:26:2,8:29:30:38:15:8:7:4,8:41:17:10:17:31:27:5,4:20:2:31:3:22:6:5
809,Renae,Avi,Renae Avi,29:21:48:43:49:22:37:-1,27:24:40:4:35:43:48:-1,46:32:6:32:33:3:10:6,33:44:7:23:28:45:26:8,12:28:48:16:36:5:15:8
810,Doralynne,Hessler,Doralynne Hessler,16:24:3:43:33:17:31:8,1:13:18:20:44:4:31:5,24:37:40:8:40:49:17:6,18:11:27:6:4:36:39:4,1:24:11:23:31:3:17:1
811,Vevay,Hourigan,Vevay Hourigan,22:44:14:26:11:48:13:10,37:46:30:43:29:37:9:7,16:47:3:6:46:13:7:5,12:8:28:4:15:20:3:-1,32:12:32:47:15:41:11:-1
812,Brietta,Tufts,Brietta Tufts,3:16:19:6:15:6:15:4,25:47:11:32:47:21:32:8,25:37:21:8:40:33:28:9,49:15:27:13:1:19:23:1,29:34:47:10:48:19:3:-1
813,Annice,Kunin,Annice Kunin,16:23:34:17:35:46:9:1,16:15:27:3:28:40:32:3,2:31:24:16:40:44:8:3,1:14:36:26:29:38:22:3,10:31:39:23:35:39:21:6
814,Nelle,Seligman,Nelle Seligman,40:44:7:4:49:31:44:-1,6:13:48:34:11:16:30:2,49:14:12:10:14:4:4:1,42:41:22:27:34:12:44:7,46:4:32:22:31:28:21:8
815,Belva,Dermott,Belva Dermott,1:20:25:30:47:27:14:-1,33:35:13:10:12:48:22:2,38:20:28:15:17:31:2:1,28:49:7:7:48:38:44:5,45:17:28:22:12:40:21:2
816,Dania,Koziara,Dania Koziara,10:26:43:12:10:49:14:2,42:32:36:20:20:43:30:6,33:27:20:7:13:37:49:4,21:21:13:8:35:9:42:2,2:41:36:30:38:17:34:8
817,Nonnah,Tomasina,Nonnah Tomasina,10:40:10:21:45:31:11:-1,33:33:49:36:3:38:20:6,17:13:38:14:31:37:49:4,21:25:27:47:30:20:29:9,7:40:19:20:8:28:21:5
818,Gusty,Shelba,Gusty Shelba,4:30:24:3:11:21:45:10,22:1:29:8:33:8:38:6,29:25:48:23:31:11:39:2,24:39:28:4:48:43:26:1,23:42:43:11:44:45:45:9
819,Mady,Euridice,Mady Euridice,28:39:13:32:33:26:8:2,13:40:45:40:24:36:16:3,7:13:47:26:3:38:25:9,16:48:32:47:37:44:13:6,12:22:46:45:38:41:6:3
820,Feliza,Engdahl,Feliza Engdahl,14:42:32:11:21:44:30:10,24:23:44:21:10:7:44:1,48:13:17:33:46:26:7:3,22:23:44:42:23:33:29:2,9:23:5:31:26:12:10:6
821,Vonny,Urias,Vonny Urias,9:6:40:34:47:1:18:10,22:35:35:41:23:3:5:5,37:31:38:9:47:4:15:6,23:45:27:38:33:48:17:5,8:20:14:27:38:38:45:10
822,Lorenza,Mata,Lorenza Mata,41:1:28:25:33:6:12:2,9:7:25:46:45:37:4:10,33:23:7:44:17:44:32:-1,17:26:34:35:12:22:38:6,13:26:34:48:47:45:18:-1
